Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
45,Male,Munger,Professional Level,Medicine,DAILY,60,Textbooks,
49,Female,Purnia,Professional Level,Software Engineering,MONTHLY,45,Technical Articles,
22,Male,Hapur,Undergraduate/Graduate Level,Legal Studies,WEEKLY,90,Research Papers,
56,Female,Saharanpur,Professional Level,Mechanical Engineering,MONTHLY,15,Technical Articles,
27,Male,Shimla,Master's Level,Civil Engineering,DAILY,30,Fiction Novels,
35,Female,Alwar,Professional Level,Computer Science/Engineering,DAILY,60,Textbooks,
32,Female,Muzaffarpur,Master's Level,Architecture,WEEKLY,45,Technical Articles,
41,Male,Mathura,Professional Level,Electrical Engineering,MONTHLY,90,Research Papers,
20,Male,Rajpur Sonarpur,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,15,Fiction Novels,
53,Female,Kamarhati,Professional Level,Medicine,DAILY,30,Technical Articles,
43,Male,Avadi,Professional Level,Software Engineering,MONTHLY,60,Textbooks,
24,Female,Tumkur,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,45,Technical Articles,
50,Female,Noida,Professional Level,Legal Studies,DAILY,60,Research Papers,
39,Male,Kakinada,Professional Level,Mechanical Engineering,MONTHLY,15,Technical Articles,
25,Male,Nizamabad,Master's Level,Electrical Engineering,WEEKLY,30,Fiction Novels,
57,Female,Parbhani,Professional Level,Nursing,DAILY,90,Textbooks,
26,Male,Latur,Master's Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
54,Female,Ratlam,Professional Level,Medicine,DAILY,60,Research Papers,
48,Male,Panipat,Professional Level,Chemical Engineering,MONTHLY,30,Fiction Novels,
23,Female,Gandhinagar,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,15,Technical Articles,
47,Male,Bathinda,Professional Level,Software Engineering,DAILY,45,Textbooks,
37,Female,Yamunanagar,Professional Level,Chemical Engineering,MONTHLY,60,Technical Articles,
46,Male,Pali,Professional Level,Civil Engineering,WEEKLY,30,Research Papers,
33,Female,Rewa,Master's Level,Computer Science/Engineering,DAILY,90,Technical Articles,
55,Male,Mathura,Professional Level,Legal Studies,WEEKLY,15,Fiction Novels,
28,Female,Palakkad,Master's Level,Mechanical Engineering,MONTHLY,45,Textbooks,
52,Female,Satara,Professional Level,Software Engineering,DAILY,60,Technical Articles,
21,Male,Bijapur,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,30,Research Papers,
38,Male,Kapurthala,Professional Level,Medicine,DAILY,60,Fiction Novels,
29,Female,Bharatpur,Master's Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
56,Male,Hoshiarpur,Professional Level,Computer Science/Engineering,DAILY,15,Textbooks,
40,Female,Bilaspur,Professional Level,Architecture,MONTHLY,30,Technical Articles,
34,Male,Aligarh,Master's Level,Civil Engineering,WEEKLY,60,Research Papers,
22,Female,Raichur,Undergraduate/Graduate Level,Electrical Engineering,DAILY,45,Technical Articles,
51,Male,Agartala,Professional Level,Interior Design,WEEKLY,90,Fiction Novels,
31,Male,Bhilwara,Master's Level,Software Engineering,MONTHLY,15,Textbooks,
58,Female,Udaipur,Professional Level,Nursing,DAILY,30,Technical Articles,
35,Male,Korba,Professional Level,Chemical Engineering,WEEKLY,60,Research Papers,
24,Female,Nalgonda,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,45,Fiction Novels,
42,Female,Navi Mumbai,Professional Level,Mechanical Engineering,DAILY,15,Technical Articles,
31,Male,Bhiwandi,Master's Level,Medicine,DAILY,30,Textbooks,
56,Male,Amravati,Professional Level,Legal Studies,WEEKLY,60,Textbooks,
20,Female,Gandhinagar,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,45,Research Papers,
48,Male,Dhanbad,Professional Level,Software Engineering,WEEKLY,90,Fiction Novels,
29,Female,Bhavnagar,Master's Level,Computer Science/Engineering,DAILY,60,Textbooks,
53,Female,Bikaner,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
38,Male,Ambala,Professional Level,Electrical Engineering,WEEKLY,45,Magazine Articles,
45,Female,Deoghar,Professional Level,Chemical Engineering,DAILY,15,Blogs,
22,Male,Bellary,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,60,Poetry,
50,Female,Sultan Pur Majra,Professional Level,Computer Science/Engineering,MONTHLY,45,Instruction Manual,
26,Male,Tiruppur,Master's Level,Legal Studies,DAILY,30,Textbooks,
19,Female,Durgapur,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,60,Research Papers,
52,Male,Anantapur,Professional Level,Software Engineering,DAILY,45,News Articles,
33,Female,Udham Singh Nagar,Master's Level,Medicine,WEEKLY,15,Textbooks,
40,Male,Chandrapur,Professional Level,Electrical Engineering,MONTHLY,90,Technical Articles,
28,Female,Vellore,Master's Level,Civil Engineering,WEEKLY,30,Research Papers,
44,Female,Dindigul,Professional Level,Nursing,DAILY,60,Fiction Novels,
18,Male,Kancheepuram,Undergraduate/Graduate Level,Chemical Engineering,DAILY,45,Textbooks,
51,Male,Gandhidham,Professional Level,Architecture,WEEKLY,15,Technical Articles,
36,Female,Hospet,Professional Level,Mechanical Engineering,MONTHLY,30,Textbooks,
21,Female,Nagercoil,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,60,Technical Articles,
49,Male,Karimnagar,Professional Level,Electrical Engineering,DAILY,45,Research Papers,
34,Male,Thanjavur,Master's Level,Legal Studies,WEEKLY,90,Textbooks,
57,Female,Pallavaram,Professional Level,Software Engineering,DAILY,60,Technical Articles,
25,Male,Chittoor,Master's Level,Civil Engineering,WEEKLY,30,Research Papers,
46,Female,Kumbakonam,Professional Level,Chemical Engineering,MONTHLY,45,Technical Articles,
30,Female,Coimbatore,Master's Level,Medicine,DAILY,15,Textbooks,
54,Male,Kochi (Cochin),Professional Level,Mechanical Engineering,WEEKLY,60,Research Papers,
23,Male,Madurai,Undergraduate/Graduate Level,Electrical Engineering,DAILY,45,Technical Articles,
55,Female,Tiruchirappalli (Trichy),Professional Level,Computer Science/Engineering,MONTHLY,30,Research Papers,
37,Male,Bhubaneswar,Professional Level,Interior Design,WEEKLY,60,Textbooks,
27,Female,Cuttack,Master's Level,Civil Engineering,DAILY,15,Research Papers,
47,Male,Jamshedpur,Professional Level,Legal Studies,MONTHLY,30,Technical Articles,
32,Female,Asansol,Master's Level,Chemical Engineering,DAILY,90,Textbooks,
41,Male,Durgapur,Professional Level,Software Engineering,WEEKLY,45,Technical Articles,
58,Female,Ranchi,Professional Level,Mechanical Engineering,MONTHLY,60,Research Papers,
39,Female,Rajahmundry,Professional Level,Electrical Engineering,DAILY,30,Fiction Novels,
22,Male,Tirupati,Undergraduate/Graduate Level,Medicine,WEEKLY,15,Textbooks,
50,Female,Ujjain,Professional Level,Civil Engineering,DAILY,45,Technical Articles,
35,Male,Bilaspur,Professional Level,Computer Science/Engineering,WEEKLY,60,News Articles,
24,Female,Warangal,Undergraduate/Graduate Level,Architecture,MONTHLY,30,Textbooks,
52,Male,Tirunelveli,Professional Level,Mechanical Engineering,MONTHLY,90,Research Papers,
19,Female,Salem,Undergraduate/Graduate Level,Legal Studies,DAILY,15,Technical Articles,
56,Male,Erode,Professional Level,Software Engineering,DAILY,45,Blogs,
31,Female,Dehradun,Master's Level,Electrical Engineering,WEEKLY,60,Textbooks,
45,Male,Jammu,Professional Level,Chemical Engineering,MONTHLY,30,Technical Articles,
29,Female,Mangalore,Master's Level,Civil Engineering,DAILY,60,Textbooks,
53,Male,Belgaum,Professional Level,Medicine,WEEKLY,45,Technical Articles,
38,Female,Nellore,Professional Level,Computer Science/Engineering,DAILY,15,Research Papers,
20,Male,Guntur,Undergraduate/Graduate Level,Nursing,MONTHLY,30,Textbooks,
48,Female,Kollam,Professional Level,Mechanical Engineering,WEEKLY,60,Technical Articles,
54,Female,Nanded,Professional Level,Electrical Engineering,DAILY,45,Research Papers,
36,Male,Durg,Professional Level,Chemical Engineering,MONTHLY,15,Technical Articles,
33,Male,Ajmer,Master's Level,Legal Studies,WEEKLY,90,Textbooks,
57,Female,Gulbarga,Professional Level,Civil Engineering,DAILY,30,Research Papers,
26,Male,Bhagalpur,Master's Level,Software Engineering,WEEKLY,60,Technical Articles,
21,Female,Karnal,Undergraduate/Graduate Level,Medicine,MONTHLY,45,Research Papers,
43,Male,Saharanpur,Professional Level,Computer Science/Engineering,DAILY,30,Textbooks,
18,Female,Shimla,Undergraduate/Graduate Level,Interior Design,WEEKLY,60,Research Papers,
30,Male,Alwar,Master's Level,Mechanical Engineering,MONTHLY,15,Technical Articles,
40,Female,Muzaffarpur,Professional Level,Civil Engineering,DAILY,45,Textbooks,
25,Male,Mathura,Master's Level,Electrical Engineering,DAILY,60,Technical Articles,
55,Female,Rajpur Sonarpur,Professional Level,Architecture,WEEKLY,30,Textbooks,
42,Male,Kamarhati,Professional Level,Software Engineering,MONTHLY,90,Technical Articles,
27,Female,Avadi,Master's Level,Chemical Engineering,DAILY,15,Research Papers,
49,Male,Tumkur,Professional Level,Computer Science/Engineering,WEEKLY,30,Textbooks,
23,Female,Noida,Undergraduate/Graduate Level,Legal Studies,DAILY,45,Technical Articles,
47,Male,Kakinada,Professional Level,Mechanical Engineering,MONTHLY,60,Research Papers,
34,Female,Nizamabad,Master's Level,Electrical Engineering,WEEKLY,30,Technical Articles,
51,Male,Parbhani,Professional Level,Medicine,DAILY,60,Textbooks,
28,Female,Latur,Master's Level,Civil Engineering,MONTHLY,15,Research Papers,
22,Male,Ratlam,Undergraduate/Graduate Level,Nursing,DAILY,45,Technical Articles,
37,Female,Panipat,Professional Level,Chemical Engineering,WEEKLY,60,Fiction Novels,
46,Male,Gandhinagar,Professional Level,Mechanical Engineering,MONTHLY,30,Textbooks,
52,Female,Bathinda,Professional Level,Software Engineering,DAILY,90,Technical Articles,
39,Male,Yamunanagar,Professional Level,Legal Studies,WEEKLY,15,News Articles,
58,Female,Pali,Professional Level,Electrical Engineering,DAILY,30,Textbooks,
32,Male,Rewa,Master's Level,Civil Engineering,MONTHLY,60,Research Papers,
56,Female,Mathura,Professional Level,Computer Science/Engineering,DAILY,45,Technical Articles,
31,Male,Palakkad,Master's Level,Medicine,MONTHLY,60,Blogs,
24,Female,Satara,Undergraduate/Graduate Level,Mechanical Engineering,WEEKLY,30,Textbooks,
53,Male,Bijapur,Professional Level,Software Engineering,DAILY,15,Technical Articles,
19,Female,Kapurthala,Undergraduate/Graduate Level,Legal Studies,WEEKLY,45,Textbooks,
44,Male,Bharatpur,Professional Level,Civil Engineering,DAILY,60,Technical Articles,
20,Female,Hoshiarpur,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,30,Research Papers,
35,Male,Bilaspur,Professional Level,Electrical Engineering,WEEKLY,90,Textbooks,
50,Female,Aligarh,Professional Level,Mechanical Engineering,DAILY,15,Technical Articles,
26,Male,Raichur,Master's Level,Nursing,MONTHLY,30,Research Papers,
37,Female,Agartala,Professional Level,Computer Science/Engineering,DAILY,60,Technical Articles,
21,Male,Bhilwara,Undergraduate/Graduate Level,Medicine,WEEKLY,45,Textbooks,
47,Female,Udaipur,Professional Level,Civil Engineering,MONTHLY,60,Research Papers,
52,Male,Korba,Professional Level,Architecture,DAILY,30,Technical Articles,
38,Female,Nalgonda,Professional Level,Software Engineering,WEEKLY,15,Research Papers,
55,Male,Navi Mumbai,Professional Level,Electrical Engineering,MONTHLY,45,Textbooks,
34,Female,Bhiwandi,Master's Level,Legal Studies,DAILY,60,Research Papers,
45,Male,Amravati,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
29,Female,Gandhinagar,Master's Level,Chemical Engineering,DAILY,90,Textbooks,
58,Male,Dhanbad,Professional Level,Civil Engineering,WEEKLY,15,Technical Articles,
22,Female,Bhavnagar,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,30,Research Papers,
30,Male,Bikaner,Master's Level,Medicine,WEEKLY,60,Technical Articles,
43,Female,Ambala,Professional Level,Electrical Engineering,DAILY,45,Textbooks,
18,Male,Deoghar,Undergraduate/Graduate Level,Software Engineering,DAILY,15,Research Papers,
41,Female,Bellary,Professional Level,Mechanical Engineering,WEEKLY,30,Technical Articles,
27,Male,Sultan Pur Majra,Master's Level,Interior Design,MONTHLY,60,Textbooks,
51,Female,Tiruppur,Professional Level,Legal Studies,MONTHLY,45,Technical Articles,
23,Male,Durgapur,Undergraduate/Graduate Level,Civil Engineering,DAILY,90,Research Papers,
46,Female,Anantapur,Professional Level,Nursing,WEEKLY,60,Fiction Novels,
33,Male,Udham Singh Nagar,Master's Level,Chemical Engineering,DAILY,30,Textbooks,
57,Female,Chandrapur,Professional Level,Medicine,WEEKLY,45,Technical Articles,
25,Male,Vellore,Master's Level,Computer Science/Engineering,MONTHLY,15,News Articles,
54,Female,Dindigul,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
28,Male,Kancheepuram,Master's Level,Mechanical Engineering,WEEKLY,45,Research Papers,
39,Female,Gandhidham,Professional Level,Software Engineering,DAILY,30,Technical Articles,
36,Male,Hospet,Professional Level,Civil Engineering,MONTHLY,60,Blogs,
32,Female,Nagercoil,Master's Level,Legal Studies,WEEKLY,45,Textbooks,
55,Male,Karimnagar,Professional Level,Mechanical Engineering,DAILY,15,Technical Articles,
20,Female,Thanjavur,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,90,Textbooks,
56,Male,Pallavaram,Professional Level,Electrical Engineering,DAILY,30,Technical Articles,
22,Female,Chittoor,Undergraduate/Graduate Level,Medicine,WEEKLY,60,Research Papers,
49,Male,Kumbakonam,Professional Level,Software Engineering,MONTHLY,45,Textbooks,
19,Female,Sambalpur,Undergraduate/Graduate Level,Civil Engineering,DAILY,15,Technical Articles,
53,Male,Katihar,Professional Level,Computer Science/Engineering,WEEKLY,30,Research Papers,
24,Female,Bardhaman,Undergraduate/Graduate Level,Nursing,DAILY,60,Technical Articles,
40,Male,Munger,Professional Level,Mechanical Engineering,DAILY,45,Textbooks,
31,Female,Purnia,Master's Level,Legal Studies,MONTHLY,90,Research Papers,
48,Male,Hapur,Professional Level,Electrical Engineering,WEEKLY,60,Technical Articles,
30,Female,Coimbatore,Master's Level,Civil Engineering,WEEKLY,30,Research Papers,
45,Male,Kochi (Cochin),Professional Level,Architecture,DAILY,45,Textbooks,
21,Female,Madurai,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,15,Research Papers,
50,Male,Tiruchirappalli (Trichy),Professional Level,Computer Science/Engineering,WEEKLY,60,Technical Articles,
29,Female,Bhubaneswar,Master's Level,Medicine,DAILY,45,Textbooks,
37,Male,Cuttack,Professional Level,Software Engineering,WEEKLY,30,Technical Articles,
26,Female,Jamshedpur,Master's Level,Mechanical Engineering,DAILY,60,Textbooks,
54,Male,Asansol,Professional Level,Electrical Engineering,MONTHLY,15,Technical Articles,
38,Female,Durgapur,Professional Level,Legal Studies,DAILY,30,Research Papers,
33,Male,Ranchi,Master's Level,Civil Engineering,MONTHLY,90,Textbooks,
52,Female,Rajahmundry,Professional Level,Nursing,WEEKLY,45,Technical Articles,
27,Male,Tirupati,Master's Level,Chemical Engineering,DAILY,60,Research Papers,
57,Female,Ujjain,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
35,Male,Bilaspur,Professional Level,Computer Science/Engineering,DAILY,15,Textbooks,
42,Female,Warangal,Professional Level,Medicine,WEEKLY,45,Research Papers,
25,Male,Tirunelveli,Master's Level,Software Engineering,DAILY,60,Technical Articles,
58,Female,Salem,Professional Level,Civil Engineering,WEEKLY,30,Fiction Novels,
23,Male,Erode,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,90,Textbooks,
41,Female,Dehradun,Professional Level,Legal Studies,WEEKLY,15,Technical Articles,
34,Male,Jammu,Master's Level,Architecture,DAILY,45,News Articles,
51,Female,Mangalore,Professional Level,Computer Science/Engineering,DAILY,60,Textbooks,
46,Male,Belgaum,Professional Level,Mechanical Engineering,MONTHLY,30,Research Papers,
22,Female,Nellore,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,60,Technical Articles,
56,Male,Guntur,Professional Level,Civil Engineering,DAILY,45,Blogs,
18,Female,Kollam,Undergraduate/Graduate Level,Medicine,WEEKLY,15,Textbooks,
47,Male,Nanded,Professional Level,Software Engineering,DAILY,30,Technical Articles,
55,Female,Durg,Professional Level,Electrical Engineering,MONTHLY,60,Textbooks,
30,Male,Ajmer,Master's Level,Legal Studies,WEEKLY,45,Technical Articles,
19,Female,Gulbarga,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,15,Research Papers,
48,Male,Bhagalpur,Professional Level,Computer Science/Engineering,WEEKLY,90,Textbooks,
39,Female,Karnal,Professional Level,Civil Engineering,MONTHLY,30,Technical Articles,
21,Male,Saharanpur,Undergraduate/Graduate Level,Nursing,DAILY,60,Research Papers,
44,Female,Shimla,Professional Level,Chemical Engineering,WEEKLY,45,Technical Articles,
32,Male,Alwar,Master's Level,Electrical Engineering,MONTHLY,30,Textbooks,
37,Female,Muzaffarpur,Professional Level,Medicine,DAILY,60,Research Papers,
31,Male,Mathura,Master's Level,Software Engineering,DAILY,15,Technical Articles,
53,Female,Rajpur Sonarpur,Professional Level,Legal Studies,WEEKLY,45,Research Papers,
36,Male,Kamarhati,Professional Level,Mechanical Engineering,MONTHLY,60,Textbooks,
28,Female,Avadi,Master's Level,Civil Engineering,MONTHLY,30,Research Papers,
54,Male,Tumkur,Professional Level,Computer Science/Engineering,DAILY,90,Technical Articles,
25,Female,Noida,Master's Level,Architecture,WEEKLY,15,Textbooks,
50,Male,Kakinada,Professional Level,Electrical Engineering,DAILY,30,Technical Articles,
26,Female,Nizamabad,Master's Level,Chemical Engineering,WEEKLY,60,Research Papers,
